smiles,FPK
CC/C=C/Br,287.65
CC/C=C/Br,287.65
C(\CC)=C/Br,287.65
CC/C=C/Br,287.65
C(=C/Br)\CC,287.65
C(=C/CC)\Br,287.65
CC/C=C/Br,287.65
C(/C=C/Br)C,287.65
CC/C=C/Br,287.65
C(/C=C/Br)C,287.65
CC/C=C/C#N,296.3722222222223
CC/C=C/C#N,296.3722222222223
N#C/C=C/CC,296.3722222222223
CC/C=C/C#N,296.3722222222223
C(/C=C/CC)#N,296.3722222222223
C(C)/C=C/C#N,296.3722222222223
CC/C=C/C#N,296.3722222222223
CC/C=C/C#N,296.3722222222223
N#C/C=C/CC,296.3722222222223
C(/C=C/CC)#N,296.3722222222223
CC/C=C/C(=O)O,375.0
C(/C=C/C(=O)O)C,375.0
C(O)(/C=C/CC)=O,375.0
OC(=O)/C=C/CC,375.0
CC/C=C/C(O)=O,375.0
C(\CC)=C/C(O)=O,375.0
OC(=O)/C=C/CC,375.0
C(=O)(/C=C/CC)O,375.0
C(C)/C=C/C(O)=O,375.0
C(=C/C(=O)O)\CC,375.0
CC/C=C/C=O,292.15
C(=C/CC)\C=O,292.15
C(=C/CC)\C=O,292.15
CC/C=C/C=O,292.15
C(/C=C/CC)=O,292.15
O=C/C=C/CC,292.15
CC/C=C/C=O,292.15
CC/C=C/C=O,292.15
C(=C/CC)\C=O,292.15
CC/C=C/C=O,292.15
CC/C=C/CC(=O)O,379.55
C(C)/C=C/CC(=O)O,379.55
C(C)/C=C/CC(O)=O,379.55
C(=C/CC(O)=O)\CC,379.55
C(=C/CC(O)=O)\CC,379.55
C(=C/CC)\CC(=O)O,379.55
C(=O)(O)C/C=C/CC,379.55
C(=C/CC(O)=O)\CC,379.55
OC(=O)C/C=C/CC,379.55
C(/C=C/CC)C(O)=O,379.55
CC/C=C/CC(=O)OC,319.15
O=C(C/C=C/CC)OC,319.15
C(\CC(OC)=O)=C/CC,319.15
COC(C/C=C/CC)=O,319.15
C(=O)(C/C=C/CC)OC,319.15
C(C/C=C/CC)(OC)=O,319.15
C(=C/CC(OC)=O)\CC,319.15
C(\CC)=C/CC(OC)=O,319.15
O=C(OC)C/C=C/CC,319.15
O=C(OC)C/C=C/CC,319.15
CC/C=C/CC(=O)OCC,332.35
CCOC(=O)C/C=C/CC,332.35
CC/C=C/CC(OCC)=O,332.35
CCOC(=O)C/C=C/CC,332.35
C(=C/CC(OCC)=O)\CC,332.35
CC/C=C/CC(OCC)=O,332.35
CC/C=C/CC(=O)OCC,332.35
C(\CC)=C/CC(OCC)=O,332.35
O(CC)C(C/C=C/CC)=O,332.35
C(C/C=C/CC)(=O)OCC,332.35
CC/C=C/CCC,266.95
C(C)/C=C/CCC,266.95
C(=C/CCC)\CC,266.95
C(CC)/C=C/CC,266.95
CC/C=C/CCC,266.95
C(/C=C/CCC)C,266.95
C(\CC)=C/CCC,266.95
C(C)/C=C/CCC,266.95
CC/C=C/CCC,266.95
CCC/C=C/CC,266.95
CC/C=C/CCCC,284.75
C(/C=C/CC)CCC,284.75
C(/C=C/CC)CCC,284.75
CC/C=C/CCCC,284.75
C(=C/CCCC)\CC,284.75
C(\CCCC)=C/CC,284.75
C(=C/CC)\CCCC,284.75
CCCC/C=C/CC,284.75
CC/C=C/CCCC,284.75
C(C)CC/C=C/CC,284.75
CC/C=C/CCO,317.55
C(=C/CCO)\CC,317.55
CC/C=C/CCO,317.55
C(=C/CC)\CCO,317.55
C(C)/C=C/CCO,317.55
C(/C=C/CCO)C,317.55
C(C)/C=C/CCO,317.55
OCC/C=C/CC,317.55
C(/C=C/CC)CO,317.55
OCC/C=C/CC,317.55
CC/C=C/CO,323.75
OC/C=C/CC,323.75
C(=C/CC)\CO,323.75
C(/C=C/CO)C,323.75
OC/C=C/CC,323.75
C(/C=C/CC)O,323.75
C(C)/C=C/CO,323.75
OC/C=C/CC,323.75
C(C)/C=C/CO,323.75
OC/C=C/CC,323.75
CC/C=C/c1ccccc1,336.75
c1cc(ccc1)/C=C/CC,336.75
c1cc(ccc1)/C=C/CC,336.75
c1cc(ccc1)/C=C/CC,336.75
C(\CC)=C/c1ccccc1,336.75
C(/C=C/c1ccccc1)C,336.75
c1cccc(/C=C/CC)c1,336.75
c1ccc(/C=C/CC)cc1,336.75
C(=C/CC)\c1ccccc1,336.75
c1ccc(cc1)/C=C/CC,336.75
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,377.15
C(=C\CCCC(=O)OC)\C/C=C\C/C=C\C/C=C\C/C=C\CC,377.15
C(/C=C\C/C=C\C/C=C\CC)/C=C\C/C=C\CCCC(OC)=O,377.15
O=C(OC)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,377.15
O=C(OC)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,377.15
C(\C/C=C\C/C=C\CC)=C\C/C=C\C/C=C\CCCC(=O)OC,377.15
C(=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)\CCCC(OC)=O,377.15
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,377.15
C(/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CCC(=O)OC,377.15
C(\C/C=C\CC)=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC,377.15
CC/C=C\CC,246.0
C(=C\CC)\CC,246.0
CC/C=C\CC,246.0
C(\CC)=C\CC,246.0
CC/C=C\CC,246.0
C(/C=C\CC)C,246.0
C(/C=C\CC)C,246.0
C(\CC)=C\CC,246.0
C(C)/C=C\CC,246.0
C(=C\CC)\CC,246.0
CC/C=C\CC1=C(C)CCC1=O,380.30555555555554
C1(C)CCC(=O)C=1C/C=C\CC,380.30555555555554
C(=C\CC1C(=O)CCC=1C)\CC,380.30555555555554
C(/C=C\CC1C(=O)CCC=1C)C,380.30555555555554
C1C(=O)C(=C(C)C1)C/C=C\CC,380.30555555555554
C(C)/C=C\CC1=C(C)CCC1=O,380.30555555555554
C(/C=C\CC)C1=C(C)CCC1=O,380.30555555555554
C1(CCC(C=1C/C=C\CC)=O)C,380.30555555555554
C1(CCC(C)=C1C/C=C\CC)=O,380.30555555555554
O=C1CCC(C)=C1C/C=C\CC,380.30555555555554
CC/C=C\CC=O,333.15
O=CC/C=C\CC,333.15
C(=C\CC=O)\CC,333.15
C(/C=C\CC)C=O,333.15
C(/C=C\CC)C=O,333.15
O=CC/C=C\CC,333.15
C(C)/C=C\CC=O,333.15
C(\CC)=C\CC=O,333.15
C(/C=C\CC=O)C,333.15
CC/C=C\CC=O,333.15
CC/C=C\CCC,264.5
C(/C=C\CCC)C,264.5
C(C/C=C\CC)C,264.5
C(C)C/C=C\CC,264.5
CC/C=C\CCC,264.5
C(CC)/C=C\CC,264.5
C(C)C/C=C\CC,264.5
CCC/C=C\CC,264.5
C(C/C=C\CC)C,264.5
C(C/C=C\CC)C,264.5
CC/C=C\CCCC,289.4
C(C)CC/C=C\CC,289.4
C(C)/C=C\CCCC,289.4
C(C)CC/C=C\CC,289.4
C(=C\CC)\CCCC,289.4
C(=C\CCCC)\CC,289.4
C(CCC)/C=C\CC,289.4
C(/C=C\CC)CCC,289.4
C(/C=C\CC)CCC,289.4
C(C)CC/C=C\CC,289.4
CC/C=C\CCOC(C)=O,330.35
O=C(C)OCC/C=C\CC,330.35
C(/C=C\CC)COC(=O)C,330.35
C(C/C=C\CC)OC(C)=O,330.35
CC(=O)OCC/C=C\CC,330.35
O=C(OCC/C=C\CC)C,330.35
C(COC(=O)C)/C=C\CC,330.35
O(CC/C=C\CC)C(=O)C,330.35
C(\CC)=C\CCOC(C)=O,330.35
C(/C=C\CC)COC(=O)C,330.35
CC/C=C\CO,323.75
C(\CC)=C\CO,323.75
C(O)/C=C\CC,323.75
C(\CO)=C\CC,323.75
C(/C=C\CC)O,323.75
C(\CO)=C\CC,323.75
CC/C=C\CO,323.75
C(=C\CC)\CO,323.75
C(O)/C=C\CC,323.75
OC/C=C\CC,323.75
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,423.15
C1C(CCCC1)(C(Nc1ccc(c(c1Cl)Cl)O)=O)C,423.15
Oc1ccc(c(c1Cl)Cl)NC(=O)C1(C)CCCCC1,423.15
c1(NC(=O)C2(CCCCC2)C)c(Cl)c(Cl)c(cc1)O,423.15
CC1(C(Nc2ccc(O)c(c2Cl)Cl)=O)CCCCC1,423.15
C1CC(CCC1)(C)C(Nc1ccc(c(c1Cl)Cl)O)=O,423.15
Clc1c(NC(C2(C)CCCCC2)=O)ccc(O)c1Cl,423.15
N(c1ccc(c(Cl)c1Cl)O)C(=O)C1(CCCCC1)C,423.15
Oc1ccc(c(Cl)c1Cl)NC(=O)C1(C)CCCCC1,423.15
C1CCC(CC1)(C(Nc1ccc(O)c(Cl)c1Cl)=O)C,423.15
CC1(C(=O)O)CCCCC1,387.15
C1(C(O)=O)(CCCCC1)C,387.15
C1C(C(=O)O)(C)CCCC1,387.15
C1CCCC(C)(C1)C(O)=O,387.15
C1C(CCCC1)(C(=O)O)C,387.15
CC1(CCCCC1)C(O)=O,387.15
OC(=O)C1(CCCCC1)C,387.15
OC(C1(C)CCCCC1)=O,387.15
C1C(C(O)=O)(C)CCCC1,387.15
C1C(C)(CCCC1)C(=O)O,387.15
CC1(C)C(=O)N(Br)C(=O)N1Br,378.25
O=C1N(Br)C(C(C)(C)N1Br)=O,378.25
O=C1N(Br)C(C(C)(C)N1Br)=O,378.25
O=C1N(Br)C(C(C)(C)N1Br)=O,378.25
O=C1N(Br)C(=O)C(C)(N1Br)C,378.25
BrN1C(C(N(Br)C1=O)(C)C)=O,378.25
O=C1C(C)(C)N(Br)C(N1Br)=O,378.25
CC1(C)N(Br)C(N(C1=O)Br)=O,378.25
BrN1C(N(C(=O)C1(C)C)Br)=O,378.25
N1(Br)C(C)(C)C(N(C1=O)Br)=O,378.25
CC1(C)C(=O)N(Br)C(=O)N1Cl,367.65
ClN1C(C)(C)C(=O)N(Br)C1=O,367.65
N1(Cl)C(C)(C)C(N(C1=O)Br)=O,367.65
N1(C(=O)N(Cl)C(C1=O)(C)C)Br,367.65
C1(N(Br)C(C(C)(C)N1Cl)=O)=O,367.65
C1(N(Br)C(C(C)(N1Cl)C)=O)=O,367.65
O=C1C(C)(N(C(N1Br)=O)Cl)C,367.65
C1(N(C(=O)N(C1(C)C)Cl)Br)=O,367.65
ClN1C(N(C(=O)C1(C)C)Br)=O,367.65
O=C1N(Br)C(=O)C(C)(C)N1Cl,367.65
CC1(C)C(=O)N(CO)C(=O)N1CO,410.65
OCN1C(N(CO)C(C)(C1=O)C)=O,410.65
C(O)N1C(=O)N(C(C1(C)C)=O)CO,410.65
OCN1C(C(C)(C)N(CO)C1=O)=O,410.65
C1(=O)N(C(C(N1CO)=O)(C)C)CO,410.65
C1(N(CO)C(C(=O)N1CO)(C)C)=O,410.65
C1(C)(N(CO)C(N(CO)C1=O)=O)C,410.65
C(N1C(N(C(C)(C1=O)C)CO)=O)O,410.65
C1(N(C(C)(C)C(=O)N1CO)CO)=O,410.65
CC1(C(=O)N(C(=O)N1CO)CO)C,410.65
CC1(C)C(=O)Nc2ccccc21,445.75
N1C(C(C)(c2ccccc21)C)=O,445.75
c1cccc2NC(=O)C(c21)(C)C,445.75
c12c(cccc1)C(C)(C(=O)N2)C,445.75
O=C1Nc2ccccc2C1(C)C,445.75
CC1(C(Nc2ccccc12)=O)C,445.75
c1cccc2NC(=O)C(C)(c21)C,445.75
c1cccc2C(C)(C)C(=O)Nc21,445.75
CC1(C)c2ccccc2NC1=O,445.75
N1c2c(cccc2)C(C)(C1=O)C,445.75
CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,325.95
C1[C@H]2CC[C@@]1(C(C2(C)C)=O)C,325.95
C[C@@]12CC[C@@H](C(C)(C1=O)C)C2,325.95
C1(C(=O)[C@@]2(C[C@H]1CC2)C)(C)C,325.95
C1[C@H]2C(C)(C)C([C@](C2)(C1)C)=O,325.95
C[C@]12CC[C@@H](C(C)(C2=O)C)C1,325.95
C1(=O)[C@@]2(C)CC[C@H](C2)C1(C)C,325.95
O=C1C([C@H]2C[C@@]1(CC2)C)(C)C,325.95
C1C[C@@H]2C[C@]1(C(C2(C)C)=O)C,325.95
C[C@]12C(C(C)(C)[C@@H](C2)CC1)=O,325.95
CC1(C)C2CC3OC3(C)C1C2,338.75
CC1(C2CC1C1(C)C(C2)O1)C,338.75
C1C2C(C1CC1OC21C)(C)C,338.75
C1(C)(C2CC1C1(C)OC1C2)C,338.75
C1C2C(C)(C)C(C3(C)OC13)C2,338.75
C1C2C(C(C3(OC13)C)C2)(C)C,338.75
O1C2CC3C(C)(C)C(C3)C21C,338.75
C12C(C)(C)C(CC3C1(O3)C)C2,338.75
C12(C)C3C(C(CC1O2)C3)(C)C,338.75
C12C3(C)C(CC(C2)C1(C)C)O3,338.75
CC1(C)C2CC=C(C=O)C1C2,352.05
C12C(C)(C(C1)C(=CC2)C=O)C,352.05
C12CC=C(C=O)C(C2)C1(C)C,352.05
C1(C)(C2CC=C(C=O)C1C2)C,352.05
O=CC1=CCC2C(C1C2)(C)C,352.05
C1(C=O)C2C(C)(C)C(C2)CC=1,352.05
CC1(C2CC1CC=C2C=O)C,352.05
C1(C2CC1C(C=O)=CC2)(C)C,352.05
C1CC2C(C(C=1C=O)C2)(C)C,352.05
C12CC(C2(C)C)C(C=O)=CC1,352.05
CC1(C)C2CC=C(CCO)C1C2,372.05
CC1(C)C2CC1CC=C2CCO,372.05
CC1(C)C2CC1CC=C2CCO,372.05
C1=C(CCO)C2CC(C2(C)C)C1,372.05
CC1(C2C(CCO)=CCC1C2)C,372.05
C(O)CC1=CCC2CC1C2(C)C,372.05
C12C(C)(C)C(C(CCO)=CC1)C2,372.05
C1C2C(C1C(=CC2)CCO)(C)C,372.05
C12C(C)(C)C(CC=C1CCO)C2,372.05
CC1(C)C2CC1CC=C2CCO,372.05
CC1(C)C2CC=C(CO)C1C2,362.55
C1CC2C(C)(C(C2)C=1CO)C,362.55
C1CC2C(C)(C)C(C2)C=1CO,362.55
C1(=CCC2C(C)(C)C1C2)CO,362.55
C1C2C(CO)=CCC1C2(C)C,362.55
C(C1=CCC2CC1C2(C)C)O,362.55
C1(C2C(C(C2)CC=1)(C)C)CO,362.55
CC1(C)C2C(=CCC1C2)CO,362.55
CC1(C2CC=C(CO)C1C2)C,362.55
C1(CO)C2CC(CC=1)C2(C)C,362.55
CC1(C)C2CCC1(C)C(Cl)C2,341.15
C1(Cl)CC2C(C1(C)CC2)(C)C,341.15
ClC1CC2C(C1(CC2)C)(C)C,341.15
ClC1C2(C(C)(C)C(C1)CC2)C,341.15
CC1(C)C2CC(C1(CC2)C)Cl,341.15
CC1(C)C2CC(C1(CC2)C)Cl,341.15
C1(C2CC(C1(CC2)C)Cl)(C)C,341.15
C12(CCC(CC2Cl)C1(C)C)C,341.15
CC12CCC(C2(C)C)CC1Cl,341.15
C12(C(C)(C)C(CC2)CC1Cl)C,341.15
CC1(C)C2CCC3(CO3)C1C2,339.15
C1CC2CC(C2(C)C)C21CO2,339.15
C1(C)(C)C2CC1C1(CC2)OC1,339.15
C12CC(CCC31OC3)C2(C)C,339.15
CC1(C2CC1C1(OC1)CC2)C,339.15
CC1(C)C2CC1C1(OC1)CC2,339.15
C1CC2(C3CC1C3(C)C)OC2,339.15
C1C2C(C(C2)C2(C1)CO2)(C)C,339.15
C1CC2CC(C13OC3)C2(C)C,339.15
C12C(C)(C)C(C2)C2(CC1)OC2,339.15
CC1(C)C2CC[C@]1(C)C(=O)C2,338.7027777777778
C1CC2CC(=O)[C@@]1(C2(C)C)C,338.7027777777778
O=C1[C@]2(C)C(C)(C)C(CC2)C1,338.7027777777778
CC1(C2CC[C@@]1(C(C2)=O)C)C,338.7027777777778
O=C1[C@@]2(C)CCC(C2(C)C)C1,338.7027777777778
CC1([C@]2(C(=O)CC1CC2)C)C,338.7027777777778
C[C@@]12CCC(CC1=O)C2(C)C,338.7027777777778
C[C@@]12CCC(CC1=O)C2(C)C,338.7027777777778
C1(C)(C)[C@]2(C)CCC1CC2=O,338.7027777777778
C12CC[C@@](C1(C)C)(C(=O)C2)C,338.7027777777778
CC1(C)CC(=O)CC(=O)C1,358.25
C1C(=O)CC(CC1(C)C)=O,358.25
C1C(=O)CC(CC1(C)C)=O,358.25
O=C1CC(C)(CC(=O)C1)C,358.25
O=C1CC(CC(C)(C)C1)=O,358.25
C1(=O)CC(=O)CC(C)(C1)C,358.25
C1(=O)CC(C)(C)CC(=O)C1,358.25
CC1(C)CC(=O)CC(C1)=O,358.25
O=C1CC(C)(C)CC(=O)C1,358.25
C1(CC(CC(C)(C1)C)=O)=O,358.25
CC1(C)CC(=O)CC(C)(C)C1,346.0
C1(C)(C)CC(=O)CC(C)(C)C1,346.0
C1C(CC(CC1(C)C)=O)(C)C,346.0
CC1(CC(=O)CC(C)(C)C1)C,346.0
C1(=O)CC(C)(C)CC(C)(C)C1,346.0
C1C(CC(=O)CC1(C)C)(C)C,346.0
CC1(C)CC(CC(=O)C1)(C)C,346.0
CC1(C)CC(C)(C)CC(=O)C1,346.0
C1C(C)(CC(CC1(C)C)=O)C,346.0
C1C(C)(CC(CC1(C)C)=O)C,346.0
CC1(C)CC(=O)CC(C)(C)N1,346.35
N1C(C)(C)CC(CC1(C)C)=O,346.35
C1(C)(CC(CC(C)(C)N1)=O)C,346.35
CC1(NC(C)(C)CC(C1)=O)C,346.35
C1(C)(NC(C)(CC(C1)=O)C)C,346.35
C1C(=O)CC(NC1(C)C)(C)C,346.35
C1(CC(=O)CC(C)(N1)C)(C)C,346.35
C1C(=O)CC(NC1(C)C)(C)C,346.35
C1(C)(CC(=O)CC(N1)(C)C)C,346.35
CC1(C)NC(C)(CC(=O)C1)C,346.35
CC1(C)CC(C)(c2ccccc2)c2ccccc21,429.65
CC1(CC(c2ccccc2)(C)c2ccccc12)C,429.65
C1(CC(c2ccccc21)(C)c1ccccc1)(C)C,429.65
CC1(CC(c2ccccc12)(c1ccccc1)C)C,429.65
c12c(cccc2)C(C)(CC1(c1ccccc1)C)C,429.65
c1c2C(C)(CC(C)(c3ccccc3)c2ccc1)C,429.65
c1cccc(C2(C)CC(C)(c3c2cccc3)C)c1,429.65
c1cc2C(C)(C)CC(C)(c3ccccc3)c2cc1,429.65
CC1(c2ccccc2)c2ccccc2C(C1)(C)C,429.65
c1(ccccc1)C1(c2ccccc2C(C)(C1)C)C,429.65
CC1(C)CC(N)CC(C)(C)N1,345.15
C1(CC(C)(NC(C)(C1)C)C)N,345.15
CC1(CC(N)CC(N1)(C)C)C,345.15
CC1(C)NC(C)(C)CC(C1)N,345.15
C1(NC(CC(N)C1)(C)C)(C)C,345.15
CC1(CC(CC(C)(C)N1)N)C,345.15
C1(NC(C)(CC(C1)N)C)(C)C,345.15
C1C(C)(C)NC(CC1N)(C)C,345.15
CC1(C)NC(C)(CC(C1)N)C,345.15
NC1CC(C)(NC(C)(C1)C)C,345.15
CC1(C)CC(O)CC(C)(CN)C1,375.35
C(N)C1(CC(CC(C1)O)(C)C)C,375.35
C1(C)(CC(CC(C)(CN)C1)O)C,375.35
C1C(C)(CC(CN)(CC1O)C)C,375.35
C1C(C)(CC(C)(CC1O)CN)C,375.35
C1(C)(CC(CC(C)(C1)C)O)CN,375.35
C1C(C)(C)CC(O)CC1(C)CN,375.35
C1(CC(C)(CC(CN)(C)C1)C)O,375.35
C1C(C)(C)CC(CN)(C)CC1O,375.35
C1(C)(CC(CC(C)(C1)CN)O)C,375.35
CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,460.85
C123CC2(C(=O)OC1O)C1CC(C)(CC1C=C3C=O)C,460.85
O1C(=O)C23C(C1O)(C3)C(=CC1CC(CC12)(C)C)C=O,460.85
C(C1=CC2C(C34C(=O)OC(C31C4)O)CC(C)(C2)C)=O,460.85
C123C(C(OC2O)=O)(C1)C1C(C=C3C=O)CC(C)(C1)C,460.85
C1C23C(C=O)=CC4CC(CC4C12C(OC3O)=O)(C)C,460.85
O1C(C23C(C4C(CC(C)(C4)C)C=C2C=O)(C1=O)C3)O,460.85
C1(=O)OC(O)C23C1(C3)C1C(C=C2C=O)CC(C)(C1)C,460.85
C1(O)OC(C23CC21C(C=O)=CC1C3CC(C1)(C)C)=O,460.85
C12C34CC3(C(=CC1CC(C)(C2)C)C=O)C(OC4=O)O,460.85
CC1(C)CC=CCC1,275.85
C1C=CCC(C)(C)C1,275.85
C1C=CCC(C)(C1)C,275.85
C1CC=CCC1(C)C,275.85
C1C=CCC(C)(C)C1,275.85
C1C=CCCC1(C)C,275.85
CC1(CC=CCC1)C,275.85
C1C(C)(C)CC=CC1,275.85
C1C(CCC=C1)(C)C,275.85
C1C=CCC(C)(C1)C,275.85
CC1(C)CCC(C)(C)C1,291.05
C1C(C)(C)CC(C1)(C)C,291.05
CC1(CC(C)(C)CC1)C,291.05
C1C(CC(C)(C1)C)(C)C,291.05
C1C(CC(C)(C1)C)(C)C,291.05
CC1(CC(C)(C)CC1)C,291.05
C1C(C)(C)CC(C)(C)C1,291.05
CC1(C)CCC(C1)(C)C,291.05
CC1(C)CC(C)(C)CC1,291.05
C1(C)(CCC(C1)(C)C)C,291.05
CC1(C)CCC(C)(C)O1,277.05
CC1(CCC(C)(C)O1)C,277.05
CC1(CCC(O1)(C)C)C,277.05
O1C(CCC1(C)C)(C)C,277.05
CC1(OC(C)(C)CC1)C,277.05
CC1(OC(C)(CC1)C)C,277.05
CC1(C)CCC(O1)(C)C,277.05
CC1(C)OC(C)(CC1)C,277.05
CC1(C)OC(C)(CC1)C,277.05
C1CC(OC1(C)C)(C)C,277.05
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,510.65
n1cn(CC2(O)C(CCC2(C)C)Cc2ccc(Cl)cc2)nc1,510.65
c1cc(ccc1Cl)CC1CCC(C1(Cn1ncnc1)O)(C)C,510.65
c1cc(Cl)ccc1CC1CCC(C)(C1(Cn1cncn1)O)C,510.65
Clc1ccc(CC2C(Cn3cncn3)(O)C(CC2)(C)C)cc1,510.65
c1cc(CC2CCC(C)(C2(Cn2ncnc2)O)C)ccc1Cl,510.65
C(c1ccc(cc1)Cl)C1CCC(C1(O)Cn1cncn1)(C)C,510.65
C(C1(O)C(Cc2ccc(cc2)Cl)CCC1(C)C)n1ncnc1,510.65
Clc1ccc(CC2CCC(C)(C)C2(O)Cn2ncnc2)cc1,510.65
C1(Cn2ncnc2)(C(Cc2ccc(Cl)cc2)CCC1(C)C)O,510.65
CC1(C)CCCC(=O)C1,323.25
CC1(CC(=O)CCC1)C,323.25
CC1(CCCC(=O)C1)C,323.25
C1CCC(CC1=O)(C)C,323.25
C1C(C)(CCCC1=O)C,323.25
CC1(C)CCCC(=O)C1,323.25
C1C(=O)CCCC1(C)C,323.25
C1(C)(C)CC(CCC1)=O,323.25
C1(=O)CCCC(C1)(C)C,323.25
C1CC(C)(C)CC(=O)C1,323.25
CC1(C)CCCC(C)(C)N1,297.55
C1C(NC(CC1)(C)C)(C)C,297.55
C1(C)(NC(C)(CCC1)C)C,297.55
C1(CCCC(N1)(C)C)(C)C,297.55
C1CCC(NC1(C)C)(C)C,297.55
CC1(C)NC(C)(C)CCC1,297.55
CC1(CCCC(C)(C)N1)C,297.55
CC1(C)NC(CCC1)(C)C,297.55
C1C(NC(CC1)(C)C)(C)C,297.55
N1C(CCCC1(C)C)(C)C,297.55
CC1(C)CCCC1,257.0
CC1(C)CCCC1,257.0
CC1(CCCC1)C,257.0
C1CCCC1(C)C,257.0
C1C(C)(C)CCC1,257.0
CC1(C)CCCC1,257.0
C1CC(CC1)(C)C,257.0
C1CCC(C)(C)C1,257.0
CC1(C)CCCC1,257.0
C1(C)(C)CCCC1,257.0
CC1(C)CCCC1=O,306.0
CC1(C)C(=O)CCC1,306.0
CC1(C(CCC1)=O)C,306.0
C1CC(=O)C(C1)(C)C,306.0
C1C(C(=O)CC1)(C)C,306.0
CC1(CCCC1=O)C,306.0
C1CCC(C)(C)C1=O,306.0
CC1(C)CCCC1=O,306.0
C1(C(C)(C)CCC1)=O,306.0
CC1(C(CCC1)=O)C,306.0
CC1(C)CCCCC1,278.99285714285713
CC1(C)CCCCC1,278.99285714285713
CC1(C)CCCCC1,278.99285714285713
C1CCC(C)(CC1)C,278.99285714285713
C1CCCCC1(C)C,278.99285714285713
C1C(C)(C)CCCC1,278.99285714285713
C1CCCC(C)(C)C1,278.99285714285713
C1CCCCC1(C)C,278.99285714285713
C1CCCCC1(C)C,278.99285714285713
CC1(C)CCCCC1,278.99285714285713
CC1(C)CCCCC1=O,323.25
C1(C(C)(C)CCCC1)=O,323.25
C1CC(C)(C(=O)CC1)C,323.25
C1C(C)(C(=O)CCC1)C,323.25
C1CC(C(=O)CC1)(C)C,323.25
C1(=O)CCCCC1(C)C,323.25
C1CCC(=O)C(C)(C1)C,323.25
CC1(C)C(=O)CCCC1,323.25
CC1(C(CCCC1)=O)C,323.25
C1(C(C)(CCCC1)C)=O,323.25
CC1(C)CCCNC1,305.35
C1(C)(C)CNCCC1,305.35
C1NCCCC1(C)C,305.35
C1CNCC(C)(C)C1,305.35
CC1(C)CCCNC1,305.35
CC1(C)CCCNC1,305.35
C1CCC(CN1)(C)C,305.35
C1NCCCC1(C)C,305.35
C1(C)(CNCCC1)C,305.35
N1CCCC(C1)(C)C,305.35
CC1(C)CCCO1,277.65
C1(CCCO1)(C)C,277.65
C1(OCCC1)(C)C,277.65
O1C(C)(CCC1)C,277.65
C1(C)(OCCC1)C,277.65
CC1(OCCC1)C,277.65
CC1(CCCO1)C,277.65
CC1(CCCO1)C,277.65
C1CCC(C)(C)O1,277.65
CC1(CCCO1)C,277.65
CC1(C)CCCc2ccccc21,354.35
C1CC(C)(C)c2c(cccc2)C1,354.35
c1cc2c(C(CCC2)(C)C)cc1,354.35
c1cccc2c1C(C)(C)CCC2,354.35
CC1(C)c2c(cccc2)CCC1,354.35
C1CC(C)(c2ccccc2C1)C,354.35
CC1(C)CCCc2c1cccc2,354.35
c1cccc2c1CCCC2(C)C,354.35
CC1(C)CCCc2c1cccc2,354.35
CC1(c2c(cccc2)CCC1)C,354.35
CC1(C)CCc2ccccc21,336.75
c1cccc2c1CCC2(C)C,336.75
C1C(C)(C)c2c(C1)cccc2,336.75
C1C(C)(C)c2ccccc2C1,336.75
CC1(C)c2c(cccc2)CC1,336.75
C1Cc2ccccc2C1(C)C,336.75
c1cc2CCC(C)(C)c2cc1,336.75
c1c2c(ccc1)CCC2(C)C,336.75
C1(C)(c2ccccc2CC1)C,336.75
C1Cc2ccccc2C1(C)C,336.75
CC1(C)CN(c2ccccc2)NC1=O,468.15
c1ccc(cc1)N1CC(C)(C)C(N1)=O,468.15
c1c(cccc1)N1CC(C)(C(N1)=O)C,468.15
C1(C)(C(NN(C1)c1ccccc1)=O)C,468.15
C1(=O)C(C)(C)CN(N1)c1ccccc1,468.15
c1ccc(N2NC(=O)C(C)(C2)C)cc1,468.15
c1c(cccc1)N1CC(C(N1)=O)(C)C,468.15
c1ccccc1N1CC(C(=O)N1)(C)C,468.15
C1N(c2ccccc2)NC(=O)C1(C)C,468.15
C1(C)(C)C(NN(C1)c1ccccc1)=O,468.15
CC1(C)COC(C)(C)C1,297.45
CC1(OCC(C)(C1)C)C,297.45
CC1(CC(CO1)(C)C)C,297.45
C1(CC(C)(C)CO1)(C)C,297.45
C1OC(C)(C)CC1(C)C,297.45
C1(C)(CC(C)(C)CO1)C,297.45
C1(C)(OCC(C)(C1)C)C,297.45
CC1(COC(C)(C)C1)C,297.45
C1C(C)(C)CC(O1)(C)C,297.45
